1.826982283075423652e+00	-8.914470289269758874e-02
-6.691374524918003441e-01	2.552440441384390413e-01
7.818726646220832688e-01	8.712244453452208104e-01
9.714663505869712834e-01	1.456875528184687463e+00
-1.315876073954145298e+00	-1.497839314735909533e-01
-8.732660841592854162e-02	2.493881911111673344e-01
-4.466787140435701797e-01	3.654126425193470196e-01
4.969873262756215326e-01	-1.638950641317752588e+00
1.020017357866866536e+00	7.904284930740826942e-01
-6.407662312854794928e-01	-1.201329391179659201e+00
3.582407867886066022e-01	2.361508131995318838e+00
-1.116713699733847154e+00	-4.108939204781301147e-01
5.458879600195354342e-01	6.177363775232256327e-01
5.890853377306950467e-01	4.013800560196737477e-01
-1.169800541144934147e+00	5.508197184688073955e-01
3.677868155380659698e-01	3.080371081113301712e-01
2.073273515687513502e+00	1.603176050276940323e+00
2.303319127503073924e-02	2.724143881928138833e-01
-1.510339405587512784e+00	7.172318852717567417e-01
-3.228472848329434763e-02	-8.966745454035038865e-01
9.311820827793783062e-01	-5.059345867170753630e-01
8.863073098146591056e-01	4.154322635447521561e-01
1.731652388968315526e+00	-3.210860321632324488e-01
-1.804936979437728461e-01	-9.398800682214963897e-01
-3.478197926661023009e-01	9.371087057990252767e-01
5.711001062016319851e-01	-1.168952877741329166e+00
2.559437219687084042e-01	-8.572427033739085656e-02
-1.300292979409729544e+00	5.520409478196482977e-01
-1.157670264045534525e+00	1.897400893930833776e+00
-1.027296456735477648e+00	-1.299717226031956753e-02
-5.499566516596322147e-02	5.377908299634396316e-01
8.678165684469614227e-01	9.286830948232821514e-01
1.052285054755746518e+00	3.143743329823009414e-01
-9.085293829966388790e-01	-3.361340893061530166e-01
-3.423906954673046621e-01	-1.201686436568453198e+00
-2.936183609149495499e+00	6.080904880067419249e-01
-1.873816088502556099e+00	-4.102474371132843745e-01
-4.638718576564599405e-01	5.667091419755407866e-01
1.685516643978819395e-01	-1.193799692882015373e+00
-9.616851943093112087e-01	-1.473883573469173258e-01
1.379923893125024614e+00	-7.053322171755321834e-01
-2.583898806504309476e-01	-9.759588699963257508e-01
-1.097257294947896922e+00	1.919813764796334699e+00
7.768219767086713690e-01	-8.910040843168218760e-01
9.818592406895924052e-01	6.925927105951787954e-01
1.882635122070899780e-01	-1.773163195016026261e+00
-3.925274915516199226e-01	2.231200045089070993e+00
4.895013213846291511e-01	-2.363791090151374785e+00
8.230243192888849757e-01	-6.519356902694007916e-01
-5.872199287553040437e-01	1.584593820146991128e-01
-4.845298616200366393e-01	4.568903984789123296e-01
4.303201103081489842e-01	9.094121511273995928e-01
4.615530072849479137e-01	5.536308414748660756e-01
2.312882488677806270e-01	9.931669514387467812e-01
1.852425140563473960e-01	9.648949313677610551e-01
9.812772638173249407e-01	5.164457542940956714e-01
-8.308653858030859984e-01	-1.528156045833836352e+00
-1.719660917155614310e+00	-1.297174497842918717e+00
1.969246756087929873e+00	4.655306475868371541e-01
-2.884517253507548618e-01	6.015994211342120535e-01
-1.785986870843407015e+00	8.103031356322466516e-01
1.333914893592814677e+00	5.579783705205233479e-01
-6.141740115646772136e-01	1.160644287296951127e+00
3.066837403742530554e-01	1.521262949354216687e+00
-9.471455772430908970e-01	-5.567175082699277189e-01
1.484742931615908867e+00	6.032973342024655627e-01
-1.938304370743318128e-01	-1.356586559331123820e-01
8.515720881623010108e-01	-6.360424263959346680e-01
-6.360827235166827132e-01	1.281350582027063201e+00
2.703457351558750776e+00	7.038892398698138875e-01
-1.162365179799451642e+00	-2.392696851558177851e-01
3.015194124624479000e-01	-4.024100651523674910e-01
-1.411229525247281735e+00	-9.165953998019984450e-01
1.076045836909189202e+00	2.102103516684652451e+00
6.139479872199399280e-01	-5.649904588299771158e-01
2.666436623168506603e-01	-1.169184545229037031e+00
-2.882690590008612965e-03	-9.836087963623834085e-01
-2.820786309250993829e-01	-8.072862090084035325e-01
8.969659015169639815e-02	7.162691697350614950e-01
-1.239941247119581424e+00	-1.229551568291411323e+00
3.922493278328717525e-01	4.469444536568270565e-01
2.349132832795470249e-01	6.603147937090929342e-02
-1.094318631175205114e+00	-4.084945224089710919e-02
-2.235006669496326370e-01	-6.594962499801508837e-01
-1.593363422186087730e+00	1.151353981088340639e+00
1.652592333809115521e+00	3.517483330941269526e-01
-1.770885671484174972e+00	1.993956036455743819e+00
-1.942039530866479513e+00	4.654699332668432721e-01
-4.099584748152642066e-01	-1.506909010109002689e-01
1.291744253411767573e+00	-1.308206484038075157e+00
-2.043345991858975363e+00	-2.869785990886714044e-01
3.124644997136020175e-01	-7.830951205361135203e-01
9.633777350028195352e-01	7.527245941564488785e-01
5.625322005260862124e-01	-6.243153533246312836e-01
-1.563900959390321921e+00	1.022748379727512313e+00
2.004983657102829664e+00	-7.887237485920617353e-01
6.037376755991280541e-01	1.320903874125225919e+00
-3.568923693112568962e-01	4.332496586314478759e-01
1.141721972931481810e+00	2.579277415038043128e-02
-1.045748774129550807e+00	-6.990335226546429137e-01
3.167050672017742707e-01	1.897605292058140158e-01
-9.847920701265716614e-01	-8.270116025233107404e-01
-2.472964485150793146e-01	-8.795544867670812561e-01
-3.801484898237447035e-02	2.413214990539490845e+00
2.295533170122158739e-01	5.457117911567229696e-01
-1.190143645080061763e+00	1.021331744009041476e+00
8.440507248017906639e-01	-2.525420920662071467e-01
1.687627200490519952e+00	2.075497581135500980e+00
5.732034686719305050e-01	1.906411899975738455e+00
1.221811996929539790e+00	-1.311893336065351502e-02
1.692927686546717103e+00	-1.398073595911950850e-01
3.604763395576421892e-01	-7.357941272642380959e-01
1.435374498543620314e+00	-9.039093746940372043e-01
-2.079268584593758074e-01	-5.244076852865822147e-01
-1.761780333422676037e+00	-1.536449640812881379e+00
7.851707448975748793e-01	3.600440994999623001e-01
7.846172462392640712e-02	-3.188597476804785336e-01
-3.623277385409329754e-01	1.046275188817247792e-01
